"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age Group"	"Age Group Code"	Population
	"Colorado"	"08"	"2020"	"2020"	"75-79 years"	"75-79"	149796
	"Colorado"	"08"	"2020"	"2020"	"80-84 years"	"80-84"	91938
	"Colorado"	"08"	"2020"	"2020"	"85+ years"	"85+"	91290
"Total"	"Colorado"	"08"	"2020"	"2020"			5807719
"Total"	"Colorado"	"08"					110456344
	"Connecticut"	"09"	"1999"	"1999"	"< 1 year"	"1"	42660
	"Connecticut"	"09"	"1999"	"1999"	"1-4 years"	"1-4"	180157
	"Connecticut"	"09"	"1999"	"1999"	"5-9 years"	"5-9"	245385
	"Connecticut"	"09"	"1999"	"1999"	"10-14 years"	"10-14"	236053
	"Connecticut"	"09"	"1999"	"1999"	"15-19 years"	"15-19"	213162
	"Connecticut"	"09"	"1999"	"1999"	"20-24 years"	"20-24"	185894
	"Connecticut"	"09"	"1999"	"1999"	"25-29 years"	"25-29"	207932
	"Connecticut"	"09"	"1999"	"1999"	"30-34 years"	"30-34"	254504
	"Connecticut"	"09"	"1999"	"1999"	"35-39 years"	"35-39"	293075
	"Connecticut"	"09"	"1999"	"1999"	"40-44 years"	"40-44"	286444
	"Connecticut"	"09"	"1999"	"1999"	"45-49 years"	"45-49"	246896
	"Connecticut"	"09"	"1999"	"1999"	"50-54 years"	"50-54"	222424
	"Connecticut"	"09"	"1999"	"1999"	"55-59 years"	"55-59"	171572
	"Connecticut"	"09"	"1999"	"1999"	"60-64 years "	"60-64"	130887
	"Connecticut"	"09"	"1999"	"1999"	"65-69 years"	"65-69"	118365
	"Connecticut"	"09"	"1999"	"1999"	"70-74 years"	"70-74"	114972
	"Connecticut"	"09"	"1999"	"1999"	"75-79 years"	"75-79"	100744
	"Connecticut"	"09"	"1999"	"1999"	"80-84 years"	"80-84"	72454
	"Connecticut"	"09"	"1999"	"1999"	"85+ years"	"85+"	62821
"Total"	"Connecticut"	"09"	"1999"	"1999"			3386401
	"Connecticut"	"09"	"2000"	"2000"	"< 1 year"	"1"	43184
	"Connecticut"	"09"	"2000"	"2000"	"1-4 years"	"1-4"	179997
	"Connecticut"	"09"	"2000"	"2000"	"5-9 years"	"5-9"	243110
	"Connecticut"	"09"	"2000"	"2000"	"10-14 years"	"10-14"	242756
	"Connecticut"	"09"	"2000"	"2000"	"15-19 years"	"15-19"	217105
	"Connecticut"	"09"	"2000"	"2000"	"20-24 years"	"20-24"	188617
	"Connecticut"	"09"	"2000"	"2000"	"25-29 years"	"25-29"	200230
	"Connecticut"	"09"	"2000"	"2000"	"30-34 years"	"30-34"	250194
	"Connecticut"	"09"	"2000"	"2000"	"35-39 years"	"35-39"	289835
	"Connecticut"	"09"	"2000"	"2000"	"40-44 years"	"40-44"	290915
	"Connecticut"	"09"	"2000"	"2000"	"45-49 years"	"45-49"	254260
	"Connecticut"	"09"	"2000"	"2000"	"50-54 years"	"50-54"	230442
	"Connecticut"	"09"	"2000"	"2000"	"55-59 years"	"55-59"	178114
	"Connecticut"	"09"	"2000"	"2000"	"60-64 years "	"60-64"	132266
	"Connecticut"	"09"	"2000"	"2000"	"65-69 years"	"65-69"	117244
	"Connecticut"	"09"	"2000"	"2000"	"70-74 years"	"70-74"	113864
	"Connecticut"	"09"	"2000"	"2000"	"75-79 years"	"75-79"	101283
	"Connecticut"	"09"	"2000"	"2000"	"80-84 years"	"80-84"	73756
	"Connecticut"	"09"	"2000"	"2000"	"85+ years"	"85+"	64605
"Total"	"Connecticut"	"09"	"2000"	"2000"			3411777
	"Connecticut"	"09"	"2001"	"2001"	"< 1 year"	"1"	42667
	"Connecticut"	"09"	"2001"	"2001"	"1-4 years"	"1-4"	177421
	"Connecticut"	"09"	"2001"	"2001"	"5-9 years"	"5-9"	240158
	"Connecticut"	"09"	"2001"	"2001"	"10-14 years"	"10-14"	248552
	"Connecticut"	"09"	"2001"	"2001"	"15-19 years"	"15-19"	225932
	"Connecticut"	"09"	"2001"	"2001"	"20-24 years"	"20-24"	189619
	"Connecticut"	"09"	"2001"	"2001"	"25-29 years"	"25-29"	191917
	"Connecticut"	"09"	"2001"	"2001"	"30-34 years"	"30-34"	245375
	"Connecticut"	"09"	"2001"	"2001"	"35-39 years"	"35-39"	284856
	"Connecticut"	"09"	"2001"	"2001"	"40-44 years"	"40-44"	295329
	"Connecticut"	"09"	"2001"	"2001"	"45-49 years"	"45-49"	262459
	"Connecticut"	"09"	"2001"	"2001"	"50-54 years"	"50-54"	237960
	"Connecticut"	"09"	"2001"	"2001"	"55-59 years"	"55-59"	184458
	"Connecticut"	"09"	"2001"	"2001"	"60-64 years "	"60-64"	135156
	"Connecticut"	"09"	"2001"	"2001"	"65-69 years"	"65-69"	115464
	"Connecticut"	"09"	"2001"	"2001"	"70-74 years"	"70-74"	113083
	"Connecticut"	"09"	"2001"	"2001"	"75-79 years"	"75-79"	100597
	"Connecticut"	"09"	"2001"	"2001"	"80-84 years"	"80-84"	75652
	"Connecticut"	"09"	"2001"	"2001"	"85+ years"	"85+"	66180
"Total"	"Connecticut"	"09"	"2001"	"2001"			3432835
	"Connecticut"	"09"	"2002"	"2002"	"< 1 year"	"1"	41994
	"Connecticut"	"09"	"2002"	"2002"	"1-4 years"	"1-4"	175275
	"Connecticut"	"09"	"2002"	"2002"	"5-9 years"	"5-9"	238119
	"Connecticut"	"09"	"2002"	"2002"	"10-14 years"	"10-14"	252593
	"Connecticut"	"09"	"2002"	"2002"	"15-19 years"	"15-19"	232848
	"Connecticut"	"09"	"2002"	"2002"	"20-24 years"	"20-24"	193805
	"Connecticut"	"09"	"2002"	"2002"	"25-29 years"	"25-29"	190223
	"Connecticut"	"09"	"2002"	"2002"	"30-34 years"	"30-34"	241267
	"Connecticut"	"09"	"2002"	"2002"	"35-39 years"	"35-39"	277934
	"Connecticut"	"09"	"2002"	"2002"	"40-44 years"	"40-44"	296765
	"Connecticut"	"09"	"2002"	"2002"	"45-49 years"	"45-49"	270509
	"Connecticut"	"09"	"2002"	"2002"	"50-54 years"	"50-54"	234718
	"Connecticut"	"09"	"2002"	"2002"	"55-59 years"	"55-59"	199907
	"Connecticut"	"09"	"2002"	"2002"	"60-64 years "	"60-64"	141107
	"Connecticut"	"09"	"2002"	"2002"	"65-69 years"	"65-69"	114970
	"Connecticut"	"09"	"2002"	"2002"	"70-74 years"	"70-74"	111006
	"Connecticut"	"09"	"2002"	"2002"	"75-79 years"	"75-79"	99954
	"Connecticut"	"09"	"2002"	"2002"	"80-84 years"	"80-84"	77377
	"Connecticut"	"09"	"2002"	"2002"	"85+ years"	"85+"	68378
"Total"	"Connecticut"	"09"	"2002"	"2002"			3458749
	"Connecticut"	"09"	"2003"	"2003"	"< 1 year"	"1"	42410
	"Connecticut"	"09"	"2003"	"2003"	"1-4 years"	"1-4"	174456
	"Connecticut"	"09"	"2003"	"2003"	"5-9 years"	"5-9"	234623
	"Connecticut"	"09"	"2003"	"2003"	"10-14 years"	"10-14"	255025
	"Connecticut"	"09"	"2003"	"2003"	"15-19 years"	"15-19"	237584
	"Connecticut"	"09"	"2003"	"2003"	"20-24 years"	"20-24"	199807
	"Connecticut"	"09"	"2003"	"2003"	"25-29 years"	"25-29"	191110
	"Connecticut"	"09"	"2003"	"2003"	"30-34 years"	"30-34"	234457
	"Connecticut"	"09"	"2003"	"2003"	"35-39 years"	"35-39"	272111
	"Connecticut"	"09"	"2003"	"2003"	"40-44 years"	"40-44"	295708
	"Connecticut"	"09"	"2003"	"2003"	"45-49 years"	"45-49"	278447
	"Connecticut"	"09"	"2003"	"2003"	"50-54 years"	"50-54"	237481
	"Connecticut"	"09"	"2003"	"2003"	"55-59 years"	"55-59"	205114
	"Connecticut"	"09"	"2003"	"2003"	"60-64 years "	"60-64"	151753
	"Connecticut"	"09"	"2003"	"2003"	"65-69 years"	"65-69"	116564
	"Connecticut"	"09"	"2003"	"2003"	"70-74 years"	"70-74"	108662
	"Connecticut"	"09"	"2003"	"2003"	"75-79 years"	"75-79"	99921
	"Connecticut"	"09"	"2003"	"2003"	"80-84 years"	"80-84"	78161
	"Connecticut"	"09"	"2003"	"2003"	"85+ years"	"85+"	70942
"Total"	"Connecticut"	"09"	"2003"	"2003"			3484336
	"Connecticut"	"09"	"2004"	"2004"	"< 1 year"	"1"	41804
	"Connecticut"	"09"	"2004"	"2004"	"1-4 years"	"1-4"	172643
	"Connecticut"	"09"	"2004"	"2004"	"5-9 years"	"5-9"	232092
	"Connecticut"	"09"	"2004"	"2004"	"10-14 years"	"10-14"	254589
	"Connecticut"	"09"	"2004"	"2004"	"15-19 years"	"15-19"	242118
	"Connecticut"	"09"	"2004"	"2004"	"20-24 years"	"20-24"	204471
	"Connecticut"	"09"	"2004"	"2004"	"25-29 years"	"25-29"	192328
	"Connecticut"	"09"	"2004"	"2004"	"30-34 years"	"30-34"	225636
	"Connecticut"	"09"	"2004"	"2004"	"35-39 years"	"35-39"	263204
	"Connecticut"	"09"	"2004"	"2004"	"40-44 years"	"40-44"	295746
	"Connecticut"	"09"	"2004"	"2004"	"45-49 years"	"45-49"	283749
	"Connecticut"	"09"	"2004"	"2004"	"50-54 years"	"50-54"	242798
	"Connecticut"	"09"	"2004"	"2004"	"55-59 years"	"55-59"	211572
	"Connecticut"	"09"	"2004"	"2004"	"60-64 years "	"60-64"	158717
	"Connecticut"	"09"	"2004"	"2004"	"65-69 years"	"65-69"	118352
	"Connecticut"	"09"	"2004"	"2004"	"70-74 years"	"70-74"	106082
	"Connecticut"	"09"	"2004"	"2004"	"75-79 years"	"75-79"	98592
	"Connecticut"	"09"	"2004"	"2004"	"80-84 years"	"80-84"	79235
	"Connecticut"	"09"	"2004"	"2004"	"85+ years"	"85+"	72366
"Total"	"Connecticut"	"09"	"2004"	"2004"			3496094
	"Connecticut"	"09"	"2005"	"2005"	"< 1 year"	"1"	40575
	"Connecticut"	"09"	"2005"	"2005"	"1-4 years"	"1-4"	170740
	"Connecticut"	"09"	"2005"	"2005"	"5-9 years"	"5-9"	228703
	"Connecticut"	"09"	"2005"	"2005"	"10-14 years"	"10-14"	250704
	"Connecticut"	"09"	"2005"	"2005"	"15-19 years"	"15-19"	248504
	"Connecticut"	"09"	"2005"	"2005"	"20-24 years"	"20-24"	210846
	"Connecticut"	"09"	"2005"	"2005"	"25-29 years"	"25-29"	193585
	"Connecticut"	"09"	"2005"	"2005"	"30-34 years"	"30-34"	215637
	"Connecticut"	"09"	"2005"	"2005"	"35-39 years"	"35-39"	258112
	"Connecticut"	"09"	"2005"	"2005"	"40-44 years"	"40-44"	292554
	"Connecticut"	"09"	"2005"	"2005"	"45-49 years"	"45-49"	288872
	"Connecticut"	"09"	"2005"	"2005"	"50-54 years"	"50-54"	249490
	"Connecticut"	"09"	"2005"	"2005"	"55-59 years"	"55-59"	219671
	"Connecticut"	"09"	"2005"	"2005"	"60-64 years "	"60-64"	163544
	"Connecticut"	"09"	"2005"	"2005"	"65-69 years"	"65-69"	119503
	"Connecticut"	"09"	"2005"	"2005"	"70-74 years"	"70-74"	104199
	"Connecticut"	"09"	"2005"	"2005"	"75-79 years"	"75-79"	97292
	"Connecticut"	"09"	"2005"	"2005"	"80-84 years"	"80-84"	79731
	"Connecticut"	"09"	"2005"	"2005"	"85+ years"	"85+"	74694
"Total"	"Connecticut"	"09"	"2005"	"2005"			3506956
	"Connecticut"	"09"	"2006"	"2006"	"< 1 year"	"1"	40108
	"Connecticut"	"09"	"2006"	"2006"	"1-4 years"	"1-4"	168704
	"Connecticut"	"09"	"2006"	"2006"	"5-9 years"	"5-9"	226250
	"Connecticut"	"09"	"2006"	"2006"	"10-14 years"	"10-14"	248202
	"Connecticut"	"09"	"2006"	"2006"	"15-19 years"	"15-19"	251840
	"Connecticut"	"09"	"2006"	"2006"	"20-24 years"	"20-24"	215159
	"Connecticut"	"09"	"2006"	"2006"	"25-29 years"	"25-29"	195543
	"Connecticut"	"09"	"2006"	"2006"	"30-34 years"	"30-34"	207734
	"Connecticut"	"09"	"2006"	"2006"	"35-39 years"	"35-39"	253158
	"Connecticut"	"09"	"2006"	"2006"	"40-44 years"	"40-44"	287782
	"Connecticut"	"09"	"2006"	"2006"	"45-49 years"	"45-49"	292896
	"Connecticut"	"09"	"2006"	"2006"	"50-54 years"	"50-54"	257563
	"Connecticut"	"09"	"2006"	"2006"	"55-59 years"	"55-59"	226873
	"Connecticut"	"09"	"2006"	"2006"	"60-64 years "	"60-64"	169373
	"Connecticut"	"09"	"2006"	"2006"	"65-69 years"	"65-69"	121626
	"Connecticut"	"09"	"2006"	"2006"	"70-74 years"	"70-74"	102369
	"Connecticut"	"09"	"2006"	"2006"	"75-79 years"	"75-79"	96247
	"Connecticut"	"09"	"2006"	"2006"	"80-84 years"	"80-84"	78986
	"Connecticut"	"09"	"2006"	"2006"	"85+ years"	"85+"	77047
"Total"	"Connecticut"	"09"	"2006"	"2006"			3517460
	"Connecticut"	"09"	"2007"	"2007"	"< 1 year"	"1"	40579
	"Connecticut"	"09"	"2007"	"2007"	"1-4 years"	"1-4"	166747
	"Connecticut"	"09"	"2007"	"2007"	"5-9 years"	"5-9"	223656
	"Connecticut"	"09"	"2007"	"2007"	"10-14 years"	"10-14"	246009
	"Connecticut"	"09"	"2007"	"2007"	"15-19 years"	"15-19"	253564
	"Connecticut"	"09"	"2007"	"2007"	"20-24 years"	"20-24"	218128
	"Connecticut"	"09"	"2007"	"2007"	"25-29 years"	"25-29"	198786
	"Connecticut"	"09"	"2007"	"2007"	"30-34 years"	"30-34"	203854
	"Connecticut"	"09"	"2007"	"2007"	"35-39 years"	"35-39"	247350
	"Connecticut"	"09"	"2007"	"2007"	"40-44 years"	"40-44"	280423
	"Connecticut"	"09"	"2007"	"2007"	"45-49 years"	"45-49"	293852
	"Connecticut"	"09"	"2007"	"2007"	"50-54 years"	"50-54"	265268
	"Connecticut"	"09"	"2007"	"2007"	"55-59 years"	"55-59"	223556
	"Connecticut"	"09"	"2007"	"2007"	"60-64 years "	"60-64"	183958
	"Connecticut"	"09"	"2007"	"2007"	"65-69 years"	"65-69"	127540
	"Connecticut"	"09"	"2007"	"2007"	"70-74 years"	"70-74"	101848
	"Connecticut"	"09"	"2007"	"2007"	"75-79 years"	"75-79"	94384
	"Connecticut"	"09"	"2007"	"2007"	"80-84 years"	"80-84"	78681
	"Connecticut"	"09"	"2007"	"2007"	"85+ years"	"85+"	79087
"Total"	"Connecticut"	"09"	"2007"	"2007"			3527270
	"Connecticut"	"09"	"2008"	"2008"	"< 1 year"	"1"	39499
	"Connecticut"	"09"	"2008"	"2008"	"1-4 years"	"1-4"	166037
	"Connecticut"	"09"	"2008"	"2008"	"5-9 years"	"5-9"	223384
	"Connecticut"	"09"	"2008"	"2008"	"10-14 years"	"10-14"	243282
	"Connecticut"	"09"	"2008"	"2008"	"15-19 years"	"15-19"	254565
	"Connecticut"	"09"	"2008"	"2008"	"20-24 years"	"20-24"	220127
	"Connecticut"	"09"	"2008"	"2008"	"25-29 years"	"25-29"	206261
	"Connecticut"	"09"	"2008"	"2008"	"30-34 years"	"30-34"	202930
	"Connecticut"	"09"	"2008"	"2008"	"35-39 years"	"35-39"	239823
	"Connecticut"	"09"	"2008"	"2008"	"40-44 years"	"40-44"	274541
	"Connecticut"	"09"	"2008"	"2008"	"45-49 years"	"45-49"	292469
	"Connecticut"	"09"	"2008"	"2008"	"50-54 years"	"50-54"	273577
	"Connecticut"	"09"	"2008"	"2008"	"55-59 years"	"55-59"	227680
	"Connecticut"	"09"	"2008"	"2008"	"60-64 years "	"60-64"	188810
	"Connecticut"	"09"	"2008"	"2008"	"65-69 years"	"65-69"	137635
	"Connecticut"	"09"	"2008"	"2008"	"70-74 years"	"70-74"	102945
	"Connecticut"	"09"	"2008"	"2008"	"75-79 years"	"75-79"	92130
	"Connecticut"	"09"	"2008"	"2008"	"80-84 years"	"80-84"	78571
	"Connecticut"	"09"	"2008"	"2008"	"85+ years"	"85+"	81313
"Total"	"Connecticut"	"09"	"2008"	"2008"			3545579
	"Connecticut"	"09"	"2009"	"2009"	"< 1 year"	"1"	38407
	"Connecticut"	"09"	"2009"	"2009"	"1-4 years"	"1-4"	164794
	"Connecticut"	"09"	"2009"	"2009"	"5-9 years"	"5-9"	222900
	"Connecticut"	"09"	"2009"	"2009"	"10-14 years"	"10-14"	241669
	"Connecticut"	"09"	"2009"	"2009"	"15-19 years"	"15-19"	253688
	"Connecticut"	"09"	"2009"	"2009"	"20-24 years"	"20-24"	224524
	"Connecticut"	"09"	"2009"	"2009"	"25-29 years"	"25-29"	210390
	"Connecticut"	"09"	"2009"	"2009"	"30-34 years"	"30-34"	204925
	"Connecticut"	"09"	"2009"	"2009"	"35-39 years"	"35-39"	230386
	"Connecticut"	"09"	"2009"	"2009"	"40-44 years"	"40-44"	266135
	"Connecticut"	"09"	"2009"	"2009"	"45-49 years"	"45-49"	293027
	"Connecticut"	"09"	"2009"	"2009"	"50-54 years"	"50-54"	279713
	"Connecticut"	"09"	"2009"	"2009"	"55-59 years"	"55-59"	234384
	"Connecticut"	"09"	"2009"	"2009"	"60-64 years "	"60-64"	196400
	"Connecticut"	"09"	"2009"	"2009"	"65-69 years"	"65-69"	144712
	"Connecticut"	"09"	"2009"	"2009"	"70-74 years"	"70-74"	104495
	"Connecticut"	"09"	"2009"	"2009"	"75-79 years"	"75-79"	89981
	"Connecticut"	"09"	"2009"	"2009"	"80-84 years"	"80-84"	77982
	"Connecticut"	"09"	"2009"	"2009"	"85+ years"	"85+"	83295
"Total"	"Connecticut"	"09"	"2009"	"2009"			3561807
	"Connecticut"	"09"	"2010"	"2010"	"< 1 year"	"1"	38079
	"Connecticut"	"09"	"2010"	"2010"	"1-4 years"	"1-4"	163184
	"Connecticut"	"09"	"2010"	"2010"	"5-9 years"	"5-9"	221826
	"Connecticut"	"09"	"2010"	"2010"	"10-14 years"	"10-14"	239611
	"Connecticut"	"09"	"2010"	"2010"	"15-19 years"	"15-19"	253587
	"Connecticut"	"09"	"2010"	"2010"	"20-24 years"	"20-24"	229175
	"Connecticut"	"09"	"2010"	"2010"	"25-29 years"	"25-29"	215021
	"Connecticut"	"09"	"2010"	"2010"	"30-34 years"	"30-34"	206953
	"Connecticut"	"09"	"2010"	"2010"	"35-39 years"	"35-39"	220237
	"Connecticut"	"09"	"2010"	"2010"	"40-44 years"	"40-44"	260424
	"Connecticut"	"09"	"2010"	"2010"	"45-49 years"	"45-49"	290501
	"Connecticut"	"09"	"2010"	"2010"	"50-54 years"	"50-54"	284955
	"Connecticut"	"09"	"2010"	"2010"	"55-59 years"	"55-59"	242306
	"Connecticut"	"09"	"2010"	"2010"	"60-64 years "	"60-64"	204598
	"Connecticut"	"09"	"2010"	"2010"	"65-69 years"	"65-69"	150716
	"Connecticut"	"09"	"2010"	"2010"	"70-74 years"	"70-74"	106204
	"Connecticut"	"09"	"2010"	"2010"	"75-79 years"	"75-79"	88869
	"Connecticut"	"09"	"2010"	"2010"	"80-84 years"	"80-84"	77462
	"Connecticut"	"09"	"2010"	"2010"	"85+ years"	"85+"	85465
"Total"	"Connecticut"	"09"	"2010"	"2010"			3579173
	"Connecticut"	"09"	"2011"	"2011"	"< 1 year"	"1"	37640
	"Connecticut"	"09"	"2011"	"2011"	"1-4 years"	"1-4"	160169
	"Connecticut"	"09"	"2011"	"2011"	"5-9 years"	"5-9"	219468
	"Connecticut"	"09"	"2011"	"2011"	"10-14 years"	"10-14"	237806
	"Connecticut"	"09"	"2011"	"2011"	"15-19 years"	"15-19"	256968
	"Connecticut"	"09"	"2011"	"2011"	"20-24 years"	"20-24"	229608
	"Connecticut"	"09"	"2011"	"2011"	"25-29 years"	"25-29"	217724
	"Connecticut"	"09"	"2011"	"2011"	"30-34 years"	"30-34"	210522
	"Connecticut"	"09"	"2011"	"2011"	"35-39 years"	"35-39"	211163
	"Connecticut"	"09"	"2011"	"2011"	"40-44 years"	"40-44"	255574
	"Connecticut"	"09"	"2011"	"2011"	"45-49 years"	"45-49"	284964
	"Connecticut"	"09"	"2011"	"2011"	"50-54 years"	"50-54"	287970
	"Connecticut"	"09"	"2011"	"2011"	"55-59 years"	"55-59"	250094
	"Connecticut"	"09"	"2011"	"2011"	"60-64 years "	"60-64"	211746
	"Connecticut"	"09"	"2011"	"2011"	"65-69 years"	"65-69"	156082
	"Connecticut"	"09"	"2011"	"2011"	"70-74 years"	"70-74"	109266
	"Connecticut"	"09"	"2011"	"2011"	"75-79 years"	"75-79"	88096
	"Connecticut"	"09"	"2011"	"2011"	"80-84 years"	"80-84"	76702
	"Connecticut"	"09"	"2011"	"2011"	"85+ years"	"85+"	87070
"Total"	"Connecticut"	"09"	"2011"	"2011"			3588632
	"Connecticut"	"09"	"2012"	"2012"	"< 1 year"	"1"	36883
	"Connecticut"	"09"	"2012"	"2012"	"1-4 years"	"1-4"	157459
	"Connecticut"	"09"	"2012"	"2012"	"5-9 years"	"5-9"	217619
	"Connecticut"	"09"	"2012"	"2012"	"10-14 years"	"10-14"	234556
	"Connecticut"	"09"	"2012"	"2012"	"15-19 years"	"15-19"	257186
	"Connecticut"	"09"	"2012"	"2012"	"20-24 years"	"20-24"	232655
	"Connecticut"	"09"	"2012"	"2012"	"25-29 years"	"25-29"	219131
	"Connecticut"	"09"	"2012"	"2012"	"30-34 years"	"30-34"	214044
	"Connecticut"	"09"	"2012"	"2012"	"35-39 years"	"35-39"	207409
	"Connecticut"	"09"	"2012"	"2012"	"40-44 years"	"40-44"	248904
	"Connecticut"	"09"	"2012"	"2012"	"45-49 years"	"45-49"	278413
	"Connecticut"	"09"	"2012"	"2012"	"50-54 years"	"50-54"	287405
	"Connecticut"	"09"	"2012"	"2012"	"55-59 years"	"55-59"	257883
	"Connecticut"	"09"	"2012"	"2012"	"60-64 years "	"60-64"	209772
	"Connecticut"	"09"	"2012"	"2012"	"65-69 years"	"65-69"	168901
	"Connecticut"	"09"	"2012"	"2012"	"70-74 years"	"70-74"	114760
	"Connecticut"	"09"	"2012"	"2012"	"75-79 years"	"75-79"	88203
	"Connecticut"	"09"	"2012"	"2012"	"80-84 years"	"80-84"	75373
	"Connecticut"	"09"	"2012"	"2012"	"85+ years"	"85+"	88655
"Total"	"Connecticut"	"09"	"2012"	"2012"			3595211
	"Connecticut"	"09"	"2013"	"2013"	"< 1 year"	"1"	36121
	"Connecticut"	"09"	"2013"	"2013"	"1-4 years"	"1-4"	154308
	"Connecticut"	"09"	"2013"	"2013"	"5-9 years"	"5-9"	214485
	"Connecticut"	"09"	"2013"	"2013"	"10-14 years"	"10-14"	231751
	"Connecticut"	"09"	"2013"	"2013"	"15-19 years"	"15-19"	253906
	"Connecticut"	"09"	"2013"	"2013"	"20-24 years"	"20-24"	238136
	"Connecticut"	"09"	"2013"	"2013"	"25-29 years"	"25-29"	220048
	"Connecticut"	"09"	"2013"	"2013"	"30-34 years"	"30-34"	216379
	"Connecticut"	"09"	"2013"	"2013"	"35-39 years"	"35-39"	206514
	"Connecticut"	"09"	"2013"	"2013"	"40-44 years"	"40-44"	240366
	"Connecticut"	"09"	"2013"	"2013"	"45-49 years"	"45-49"	270399
	"Connecticut"	"09"	"2013"	"2013"	"50-54 years"	"50-54"	285750
	"Connecticut"	"09"	"2013"	"2013"	"55-59 years"	"55-59"	264269
	"Connecticut"	"09"	"2013"	"2013"	"60-64 years "	"60-64"	213204
	"Connecticut"	"09"	"2013"	"2013"	"65-69 years"	"65-69"	173397
	"Connecticut"	"09"	"2013"	"2013"	"70-74 years"	"70-74"	123604
	"Connecticut"	"09"	"2013"	"2013"	"75-79 years"	"75-79"	89353
	"Connecticut"	"09"	"2013"	"2013"	"80-84 years"	"80-84"	73866
	"Connecticut"	"09"	"2013"	"2013"	"85+ years"	"85+"	89936
"Total"	"Connecticut"	"09"	"2013"	"2013"			3595792
	"Connecticut"	"09"	"2014"	"2014"	"< 1 year"	"1"	36327
	"Connecticut"	"09"	"2014"	"2014"	"1-4 years"	"1-4"	152164
	"Connecticut"	"09"	"2014"	"2014"	"5-9 years"	"5-9"	210075
	"Connecticut"	"09"	"2014"	"2014"	"10-14 years"	"10-14"	228656
	"Connecticut"	"09"	"2014"	"2014"	"15-19 years"	"15-19"	252160
	"Connecticut"	"09"	"2014"	"2014"	"20-24 years"	"20-24"	244220
	"Connecticut"	"09"	"2014"	"2014"	"25-29 years"	"25-29"	220402
	"Connecticut"	"09"	"2014"	"2014"	"30-34 years"	"30-34"	217754
	"Connecticut"	"09"	"2014"	"2014"	"35-39 years"	"35-39"	207546
	"Connecticut"	"09"	"2014"	"2014"	"40-44 years"	"40-44"	230303
	"Connecticut"	"09"	"2014"	"2014"	"45-49 years"	"45-49"	261479
	"Connecticut"	"09"	"2014"	"2014"	"50-54 years"	"50-54"	284571
	"Connecticut"	"09"	"2014"	"2014"	"55-59 years"	"55-59"	268239
	"Connecticut"	"09"	"2014"	"2014"	"60-64 years "	"60-64"	218715
	"Connecticut"	"09"	"2014"	"2014"	"65-69 years"	"65-69"	178766
	"Connecticut"	"09"	"2014"	"2014"	"70-74 years"	"70-74"	129819
	"Connecticut"	"09"	"2014"	"2014"	"75-79 years"	"75-79"	91223
	"Connecticut"	"09"	"2014"	"2014"	"80-84 years"	"80-84"	72463
	"Connecticut"	"09"	"2014"	"2014"	"85+ years"	"85+"	90815
"Total"	"Connecticut"	"09"	"2014"	"2014"			3595697
	"Connecticut"	"09"	"2015"	"2015"	"< 1 year"	"1"	36426
	"Connecticut"	"09"	"2015"	"2015"	"1-4 years"	"1-4"	150268
	"Connecticut"	"09"	"2015"	"2015"	"5-9 years"	"5-9"	205826
	"Connecticut"	"09"	"2015"	"2015"	"10-14 years"	"10-14"	225053
	"Connecticut"	"09"	"2015"	"2015"	"15-19 years"	"15-19"	249690
	"Connecticut"	"09"	"2015"	"2015"	"20-24 years"	"20-24"	246656
	"Connecticut"	"09"	"2015"	"2015"	"25-29 years"	"25-29"	219714
	"Connecticut"	"09"	"2015"	"2015"	"30-34 years"	"30-34"	218357
	"Connecticut"	"09"	"2015"	"2015"	"35-39 years"	"35-39"	209958
	"Connecticut"	"09"	"2015"	"2015"	"40-44 years"	"40-44"	219756
	"Connecticut"	"09"	"2015"	"2015"	"45-49 years"	"45-49"	255125
	"Connecticut"	"09"	"2015"	"2015"	"50-54 years"	"50-54"	280685
	"Connecticut"	"09"	"2015"	"2015"	"55-59 years"	"55-59"	271146
	"Connecticut"	"09"	"2015"	"2015"	"60-64 years "	"60-64"	224941
	"Connecticut"	"09"	"2015"	"2015"	"65-69 years"	"65-69"	184462
	"Connecticut"	"09"	"2015"	"2015"	"70-74 years"	"70-74"	134622
	"Connecticut"	"09"	"2015"	"2015"	"75-79 years"	"75-79"	92818
	"Connecticut"	"09"	"2015"	"2015"	"80-84 years"	"80-84"	71669
	"Connecticut"	"09"	"2015"	"2015"	"85+ years"	"85+"	91389
"Total"	"Connecticut"	"09"	"2015"	"2015"			3588561
	"Connecticut"	"09"	"2016"	"2016"	"< 1 year"	"1"	35882
	"Connecticut"	"09"	"2016"	"2016"	"1-4 years"	"1-4"	148846
	"Connecticut"	"09"	"2016"	"2016"	"5-9 years"	"5-9"	202252
	"Connecticut"	"09"	"2016"	"2016"	"10-14 years"	"10-14"	222079
	"Connecticut"	"09"	"2016"	"2016"	"15-19 years"	"15-19"	247404
	"Connecticut"	"09"	"2016"	"2016"	"20-24 years"	"20-24"	247102
	"Connecticut"	"09"	"2016"	"2016"	"25-29 years"	"25-29"	218715
	"Connecticut"	"09"	"2016"	"2016"	"30-34 years"	"30-34"	220064
	"Connecticut"	"09"	"2016"	"2016"	"35-39 years"	"35-39"	212591
